Object,Category,Mesh volume,Surface area,Diameter,Compactness,Rectangularity,Convexity,Eccentricity,Sphericity,extents_0,extents_1,extents_2,D1_bin_0,D1_bin_1,D1_bin_2,D1_bin_3,D1_bin_4,D1_bin_5,D1_bin_6,D1_bin_7,D1_bin_8,D1_bin_9,D1_bin_10,D1_bin_11,D1_bin_12,D1_bin_13,D1_bin_14,D1_bin_15,D1_bin_16,D1_bin_17,D1_bin_18,D1_bin_19,D2_bin_0,D2_bin_1,D2_bin_2,D2_bin_3,D2_bin_4,D2_bin_5,D2_bin_6,D2_bin_7,D2_bin_8,D2_bin_9,D2_bin_10,D2_bin_11,D2_bin_12,D2_bin_13,D2_bin_14,D2_bin_15,D2_bin_16,D2_bin_17,D2_bin_18,D2_bin_19,A3_bin_0,A3_bin_1,A3_bin_2,A3_bin_3,A3_bin_4,A3_bin_5,A3_bin_6,A3_bin_7,A3_bin_8,A3_bin_9,A3_bin_10,A3_bin_11,A3_bin_12,A3_bin_13,A3_bin_14,A3_bin_15,A3_bin_16,A3_bin_17,A3_bin_18,A3_bin_19,D3_bin_0,D3_bin_1,D3_bin_2,D3_bin_3,D3_bin_4,D3_bin_5,D3_bin_6,D3_bin_7,D3_bin_8,D3_bin_9,D3_bin_10,D3_bin_11,D3_bin_12,D3_bin_13,D3_bin_14,D3_bin_15,D3_bin_16,D3_bin_17,D3_bin_18,D3_bin_19,D4_bin_0,D4_bin_1,D4_bin_2,D4_bin_3,D4_bin_4,D4_bin_5,D4_bin_6,D4_bin_7,D4_bin_8,D4_bin_9,D4_bin_10,D4_bin_11,D4_bin_12,D4_bin_13,D4_bin_14,D4_bin_15,D4_bin_16,D4_bin_17,D4_bin_18,D4_bin_19
D00817_rm.obj,Cellphone,0.057171785223502435,1.2002227363708458,1.1143551980195698,4.677024749897029,0.9335721652696287,0.9508486085716152,0.19393011547744796,0.2138111413718767,1.0,0.47125238999999997,0.14038764999999997,0.0,0.002272,0.026224,0.035184,0.041088,0.052136,0.061148,0.08876,0.085788,0.072612,0.067472,0.06356,0.065788,0.063256,0.064572,0.061412,0.1032,0.042856,0.002672,0.0,0.00678,0.021456,0.050188,0.070848,0.080516,0.08648,0.08824,0.08756,0.084948,0.078068,0.062228,0.054592,0.0468,0.040988,0.035232,0.030512,0.0251,0.020488,0.014876,0.0141,0.059548,0.116656,0.116276,0.097764,0.081232,0.06852,0.05942,0.053664,0.049036,0.045564,0.04146,0.037812,0.034384,0.031664,0.028876,0.025808,0.021368,0.016456,0.010156,0.004336,0.004772,0.02476,0.063288,0.114832,0.16356,0.172692,0.154192,0.113296,0.082724,0.054584,0.031376,0.015056,0.004556,0.000312,0.0,0.0,0.0,0.0,0.0,0.0,0.025984,0.08754,0.153608,0.213776,0.227844,0.18076,0.09034,0.019384,0.000756,8e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
D00032_rm.obj,Cellphone,0.06471203845329532,1.254610938218449,1.1168513610818696,4.169698700749746,0.9069601490507556,0.9332246114739944,0.20213386479785242,0.23982548183162297,1.0,0.46754614,0.16958056999999999,0.0,0.005808,0.02916,0.04232,0.042964,0.055952,0.067216,0.093136,0.083352,0.0715,0.07076,0.086476,0.071388,0.070684,0.066324,0.034096,0.02444,0.020944,0.025256,0.038224,0.00798,0.027196,0.051504,0.07716,0.085552,0.090408,0.093672,0.088972,0.082044,0.06978,0.056644,0.0503,0.04408,0.039232,0.03464,0.03,0.025216,0.019796,0.014664,0.01116,0.060484,0.113808,0.11372,0.097884,0.081484,0.069992,0.061464,0.056248,0.049776,0.045744,0.04252,0.038164,0.034496,0.031904,0.028396,0.024968,0.020788,0.015604,0.00912,0.003436,0.004856,0.031064,0.075628,0.124848,0.163904,0.169052,0.14894,0.108968,0.07608,0.050704,0.029928,0.012592,0.003288,0.000148,0.0,0.0,0.0,0.0,0.0,0.0,0.024052,0.094076,0.173004,0.221296,0.215564,0.164348,0.085116,0.021332,0.0012,1.2e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
D01017_rm.obj,Chess,0.2386520205240882,2.198173141919799,1.3376452958180798,1.6489332933458496,0.5987663126682385,0.5481903385308156,0.3972657278886424,0.6064526709694245,1.0,0.62437751,0.63201872,0.0,0.0,0.0,0.0,0.0,0.068352,0.054832,0.049356,0.04646,0.063932,0.04114,0.043516,0.042612,0.04606,0.100516,0.105896,0.103608,0.107208,0.048008,0.078504,0.00478,0.01442,0.024936,0.036088,0.049328,0.061436,0.071304,0.079512,0.081656,0.073512,0.0732,0.06564,0.046568,0.040524,0.040144,0.04048,0.039208,0.036696,0.038748,0.08182,0.044892,0.0898,0.108772,0.101884,0.082416,0.0727,0.071496,0.073652,0.071832,0.063168,0.051944,0.040212,0.031832,0.025156,0.020512,0.017184,0.013472,0.010324,0.006472,0.00228,0.001932,0.009924,0.028448,0.0533,0.081316,0.106504,0.126088,0.132324,0.126136,0.106756,0.087796,0.066024,0.041788,0.020968,0.0093,0.001396,0.0,0.0,0.0,0.0,0.006364,0.029396,0.06878,0.109056,0.141328,0.156652,0.153532,0.130412,0.09786,0.060856,0.03106,0.011588,0.002944,0.000172,0.0,0.0,0.0,0.0,0.0,0.0
D01019_rm.obj,Chess,0.09251405307440352,1.2190918658118632,1.17758851067173,1.8717227159732712,0.4817083829836626,0.5334520346157958,0.23321951164209717,0.5342671708079437,1.0,0.43997253000000003,0.43947568,0.0,0.001044,0.047028,0.032016,0.03518,0.041748,0.100076,0.059668,0.039028,0.045804,0.049512,0.063124,0.076284,0.14954,0.137368,0.032608,0.032216,0.026284,0.01444,0.017032,0.008188,0.02722,0.048696,0.072028,0.09114,0.098248,0.09104,0.09042,0.0644,0.047076,0.054132,0.052436,0.044212,0.038736,0.039648,0.037028,0.03726,0.028456,0.019124,0.010512,0.06606,0.126,0.11992,0.085132,0.06826,0.059972,0.056232,0.058544,0.059356,0.053352,0.043416,0.035408,0.0325,0.029796,0.028152,0.025212,0.021588,0.016656,0.010608,0.003836,0.003688,0.024924,0.069092,0.124192,0.165904,0.173584,0.14968,0.121136,0.087428,0.0457,0.022804,0.010012,0.001832,2.4e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.013644,0.07216,0.155272,0.213444,0.214332,0.166064,0.100924,0.04606,0.015416,0.002552,0.000132,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
D00997_rm.obj,Cellphone,0.04866037990025945,0.8845158035470212,1.0816518335180694,2.584124457774968,0.7577514027670454,0.8841654381894647,0.16782499235242243,0.3869782653042335,1.0,0.35767107,0.20504169,0.003216,0.011552,0.022476,0.05302,0.07286,0.119944,0.11756,0.098592,0.083592,0.065412,0.078556,0.092472,0.087412,0.063456,0.012688,0.003612,0.003476,0.004124,0.002896,0.003084,0.009372,0.03604,0.077756,0.102972,0.11882,0.119112,0.113564,0.090664,0.074396,0.062084,0.05236,0.044012,0.034188,0.025276,0.021448,0.01078,0.002908,0.002084,0.001396,0.000768,0.05386,0.110336,0.117796,0.101696,0.083908,0.070724,0.060548,0.054064,0.050652,0.047344,0.043232,0.039232,0.035516,0.03162,0.028816,0.024736,0.01956,0.014332,0.008764,0.003264,0.006508,0.042936,0.11616,0.190868,0.219248,0.188548,0.129936,0.069852,0.028488,0.006692,0.00076,4e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.027112,0.123192,0.234852,0.276716,0.214152,0.100276,0.022328,0.001368,4e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
m1558_rm.obj,Car,0.07489377277626395,1.1130860757608323,1.09913777293832,2.173914498000561,0.7465321979824335,0.032674302253300355,0.17685423820269056,0.4599996922232872,1.0,0.33956507999999996,0.30462994,0.0,0.006936,0.027684,0.06268,0.10008,0.07032,0.050812,0.0632,0.042372,0.051832,0.05922,0.092636,0.099036,0.101468,0.087336,0.044088,0.029528,0.010332,0.00044,0.0,0.010456,0.039076,0.067816,0.096756,0.108276,0.102836,0.084344,0.069936,0.064004,0.05864,0.050576,0.045736,0.041184,0.040152,0.037912,0.034236,0.025516,0.014804,0.006092,0.001652,0.080928,0.13918,0.122304,0.08604,0.065388,0.055072,0.04984,0.04652,0.044,0.040448,0.039444,0.036896,0.035644,0.033264,0.031848,0.029612,0.025396,0.020212,0.013192,0.004772,0.005756,0.041732,0.108916,0.173032,0.19868,0.185144,0.142076,0.085592,0.042928,0.014496,0.001624,2.4e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.023516,0.121108,0.231936,0.271936,0.212776,0.10572,0.02918,0.003692,0.000132,4e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
D00327_rm.obj,Cellphone,0.06167213126441793,1.1205538434363025,1.096904530741009,3.2709047772877025,0.8249193075188074,0.8496116786333857,0.17171683838811588,0.30572580618785833,1.0,0.40808429,0.19148567,0.0,0.0,0.010532,0.037184,0.058704,0.067444,0.108084,0.099236,0.09782,0.078952,0.062712,0.056888,0.059192,0.061276,0.046848,0.046956,0.093672,0.0145,0.0,0.0,0.008784,0.026788,0.049316,0.084616,0.096112,0.099688,0.100756,0.094544,0.081224,0.064932,0.056452,0.051804,0.046592,0.037152,0.030784,0.022592,0.01728,0.013868,0.009052,0.007664,0.058872,0.113424,0.117476,0.100652,0.083436,0.068684,0.05856,0.052496,0.048232,0.045776,0.04232,0.037836,0.03488,0.032796,0.029788,0.025348,0.020628,0.015604,0.009616,0.003576,0.005408,0.03356,0.077624,0.131304,0.175792,0.187888,0.1624,0.111768,0.066036,0.033328,0.012456,0.002428,8e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.021772,0.1038,0.179308,0.221404,0.22098,0.16438,0.075032,0.012964,0.00036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
D00248_rm.obj,Cellphone,0.03598841552864065,0.8418646715228155,1.1009209770756128,4.073324681756725,0.5831646811357325,0.72022603079995,0.19553693336516495,0.24549970309971078,1.0,0.43474457,0.15173713,0.0,0.012932,0.057376,0.060708,0.077568,0.092852,0.128796,0.115012,0.117948,0.094348,0.098096,0.057608,0.043636,0.0052,0.006256,0.004628,0.005788,0.004856,0.002384,0.014008,0.012776,0.040172,0.08732,0.114172,0.12518,0.120652,0.110284,0.098472,0.08352,0.062636,0.04862,0.035064,0.024576,0.013032,0.007024,0.005428,0.004264,0.003192,0.002272,0.001344,0.054652,0.107124,0.115256,0.100128,0.08528,0.073952,0.06316,0.057584,0.050172,0.045888,0.042616,0.038324,0.035092,0.031212,0.02758,0.024468,0.01958,0.015344,0.00918,0.003408,0.00882,0.057088,0.139032,0.215404,0.224816,0.16702,0.102328,0.053252,0.022536,0.00722,0.002068,0.000416,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.035584,0.15528,0.267376,0.285952,0.192024,0.058508,0.005204,7.2e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
D01021_rm.obj,Chess,0.1404519660540206,1.5467462136444063,1.2351835081023912,1.6586286603104998,0.5359083788074788,0.528784439935629,0.31571297942807675,0.6029077055817891,1.0,0.51262951,0.5127273,0.0,0.0,0.0,0.060676,0.039512,0.038784,0.040576,0.039036,0.050688,0.056332,0.055304,0.073388,0.074632,0.155304,0.129904,0.05776,0.030232,0.028644,0.053912,0.015316,0.006808,0.020704,0.036296,0.05456,0.076908,0.088728,0.092064,0.082032,0.080544,0.065832,0.047476,0.045324,0.045428,0.04696,0.048264,0.043228,0.036152,0.033108,0.030816,0.018768,0.053636,0.104908,0.117388,0.092816,0.072304,0.06516,0.065236,0.068572,0.06704,0.058892,0.047364,0.038904,0.0328,0.028772,0.024696,0.021132,0.016972,0.012932,0.007764,0.002712,0.002872,0.017028,0.047652,0.088552,0.12984,0.151972,0.149056,0.134228,0.109008,0.081904,0.048768,0.024744,0.011832,0.00254,4e-06,0.0,0.0,0.0,0.0,0.0,0.00974,0.050236,0.110232,0.163652,0.1921,0.178876,0.139288,0.087032,0.045956,0.018036,0.004524,0.000328,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
D01049_rm.obj,Chess,0.07549455306958179,1.106298579148827,1.1540115314365356,2.1005520793214894,0.5200346555296936,0.6465349637526258,0.19847683247715328,0.4760653210383698,1.0,0.40722134,0.40732468,0.0,0.0,0.005424,0.078688,0.093232,0.112444,0.0767,0.044028,0.05064,0.050544,0.05456,0.06772,0.09592,0.12812,0.025756,0.023124,0.026968,0.028004,0.027432,0.010696,0.009264,0.029912,0.054724,0.081632,0.100632,0.115772,0.1159,0.088924,0.05966,0.053368,0.048956,0.044748,0.041712,0.036644,0.030292,0.026892,0.023172,0.019668,0.014612,0.003516,0.057992,0.114224,0.120628,0.09416,0.076452,0.066252,0.060024,0.056184,0.054784,0.051208,0.044176,0.037468,0.034136,0.031048,0.028,0.02484,0.02022,0.015012,0.009732,0.00346,0.0044,0.030092,0.081288,0.143748,0.187536,0.192236,0.149148,0.104956,0.063216,0.031164,0.010736,0.001472,8e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01474,0.08362,0.173292,0.23426,0.228528,0.159404,0.076412,0.025144,0.004436,0.000164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
D01053_rm.obj,Chess,0.17451545131658155,1.8105361240290092,1.360073504417361,1.723064124074931,0.5276589865474991,0.03230988594942686,0.4942183101549288,0.5803614537775107,1.0,0.66618078,0.6371837300000001,0.0,0.0,0.0,0.01072,0.026096,0.041704,0.049552,0.06334,0.118176,0.137996,0.066264,0.057956,0.079352,0.112792,0.075904,0.07408,0.059856,0.018452,0.00776,0.0,0.005868,0.0175,0.031852,0.047292,0.059872,0.069864,0.07858,0.085172,0.095236,0.103488,0.106444,0.089348,0.0574,0.042404,0.033808,0.028424,0.022532,0.01508,0.00738,0.002456,0.037576,0.074488,0.089424,0.097948,0.10406,0.09656,0.0866,0.080092,0.070764,0.059812,0.048632,0.037992,0.030504,0.02432,0.019308,0.015308,0.01194,0.00828,0.004836,0.001556,0.002484,0.014908,0.040344,0.074768,0.110252,0.134796,0.14652,0.144852,0.125204,0.088696,0.057012,0.035988,0.018204,0.0055,0.000472,0.0,0.0,0.0,0.0,0.0,0.007568,0.041188,0.093492,0.14106,0.167264,0.167008,0.14458,0.108128,0.070584,0.038516,0.01638,0.003968,0.000264,0.0,0.0,0.0,0.0,0.0,0.0,0.0
D00559_rm.obj,Cellphone,0.03854758350572348,0.8108029059328039,1.0733230181515054,3.171751838811521,0.6732944482599534,0.14578619770737403,0.12927043247510245,0.31528317813625273,1.0,0.34400116999999997,0.18353608999999999,0.0,0.011184,0.039012,0.075396,0.084436,0.112412,0.082608,0.075324,0.075788,0.0669,0.076516,0.075216,0.070632,0.093336,0.038808,0.013236,0.00286,0.003808,0.002528,0.0,0.012116,0.037356,0.09262,0.112196,0.116496,0.110304,0.092804,0.078888,0.068368,0.059796,0.051564,0.044724,0.037408,0.030756,0.02412,0.016912,0.009824,0.002528,0.000836,0.000384,0.06814,0.129728,0.125268,0.096548,0.074204,0.060436,0.051432,0.045348,0.042036,0.0405,0.038932,0.037024,0.035908,0.033648,0.03306,0.02918,0.024476,0.017768,0.012172,0.004192,0.008776,0.05346,0.131544,0.20588,0.225716,0.181196,0.113944,0.056364,0.019416,0.003552,0.000152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.034104,0.147676,0.26094,0.283924,0.197756,0.06782,0.0077,8e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
D00527_rm.obj,Cellphone,0.00022445041322021017,0.08620619827359847,1.0036127697177333,112.44037538706715,0.03584284890279896,0.0013338783927047857,0.005410153172398629,0.008893602467597414,1.0,0.08433270000000001,0.0112511,0.045044,0.082416,0.072892,0.066616,0.065504,0.22144,0.257372,0.019336,0.017128,0.016124,0.015428,0.015292,0.013256,0.0133,0.014744,0.010304,0.009376,0.007948,0.006516,0.029964,0.222572,0.126888,0.094792,0.083652,0.079852,0.06244,0.054248,0.048312,0.042584,0.037352,0.032344,0.028288,0.025252,0.0179,0.013984,0.012556,0.00862,0.005104,0.002948,0.000312,0.37102,0.08676,0.04512,0.03102,0.024864,0.023008,0.022812,0.024636,0.02786,0.029268,0.028016,0.023904,0.020172,0.018852,0.017568,0.018896,0.021276,0.02696,0.039616,0.098372,0.428688,0.322884,0.18828,0.056672,0.003476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.952184,0.047816,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
D01080_rm.obj,Chess,0.0721729890376904,1.0853196748488119,1.17102627779262,2.1700576463595374,0.42726105456722013,0.49320093249098795,0.2252349934145509,0.46081725141154106,1.0,0.43090368999999995,0.43084168,0.0,0.0,0.052928,0.036792,0.033836,0.040728,0.064832,0.072068,0.111072,0.043,0.047896,0.158464,0.150484,0.04302,0.024712,0.025288,0.021284,0.022176,0.015512,0.035908,0.010392,0.0315,0.057904,0.085136,0.099276,0.095056,0.099572,0.083944,0.053844,0.051304,0.054088,0.058364,0.040916,0.03352,0.036188,0.034396,0.02906,0.021468,0.013052,0.01102,0.071796,0.128764,0.115424,0.082236,0.067176,0.056808,0.055968,0.057972,0.062912,0.0551,0.042224,0.033696,0.02986,0.02816,0.0274,0.026468,0.023432,0.018296,0.012056,0.004252,0.004864,0.0318,0.085704,0.148156,0.184156,0.178048,0.144632,0.104368,0.062304,0.033252,0.016528,0.005528,0.00066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016544,0.089212,0.182196,0.235052,0.215228,0.146288,0.076876,0.0304,0.007236,0.000948,2e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
D00542_rm.obj,Cellphone,0.03472017963414422,0.7377839143430949,1.0842089312878664,2.9455828751247424,0.689420901247202,0.8432148922474938,0.16319280862600188,0.3394913816361901,1.0,0.3818012,0.17244376,0.002004,0.0067,0.040452,0.09002,0.105964,0.1494,0.123544,0.097672,0.076572,0.076824,0.095936,0.100508,0.00638,0.005984,0.003936,0.001676,0.00338,0.003036,0.002508,0.007504,0.013416,0.043436,0.086972,0.13518,0.139356,0.137312,0.117136,0.087472,0.067492,0.052836,0.041512,0.029204,0.022284,0.01286,0.004824,0.003332,0.002496,0.001664,0.00098,0.000236,0.046464,0.094924,0.115184,0.107724,0.09072,0.077676,0.066892,0.059816,0.054368,0.048472,0.044236,0.040924,0.03478,0.030504,0.026104,0.02208,0.017296,0.011748,0.00712,0.002968,0.009132,0.061764,0.143948,0.222748,0.239244,0.178612,0.093188,0.037888,0.011196,0.001992,0.000288,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.034672,0.151696,0.261552,0.280744,0.194876,0.069316,0.007012,0.000132,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
m1556_rm.obj,Car,0.08570756265981083,1.1918879147920456,1.1292833495510541,2.038053524659711,0.6051943390893151,0.3774917297831286,0.19899540353096212,0.4906642479701154,1.0,0.39500328,0.3453307,0.001928,0.014964,0.041368,0.066456,0.085764,0.121088,0.094212,0.059972,0.054944,0.06352,0.061212,0.075276,0.096548,0.046208,0.041868,0.032916,0.022632,0.016668,0.002456,0.0,0.01036,0.041948,0.076676,0.09974,0.116228,0.116232,0.098572,0.080736,0.071908,0.06234,0.052236,0.039184,0.032536,0.02678,0.024332,0.021188,0.017072,0.009104,0.002552,0.000276,0.071284,0.127692,0.121264,0.093704,0.074304,0.060756,0.053792,0.048456,0.045756,0.0423,0.039072,0.036288,0.034384,0.032168,0.030808,0.028,0.024108,0.01872,0.012564,0.00458,0.00608,0.048828,0.129396,0.192636,0.209556,0.179088,0.123556,0.066632,0.030812,0.011568,0.001828,2e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.024444,0.1388,0.257028,0.278616,0.189988,0.08356,0.023116,0.004024,0.000416,8e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
D01081_rm.obj,Chess,0.1340443648575178,1.512097255989803,1.2736066314377963,1.7013343868339972,0.43251129005173555,0.49144174242250177,0.3691513581854947,0.5877739307091147,1.0,0.55759722,0.55781645,0.0,0.0,0.0323,0.020064,0.019296,0.022968,0.022904,0.057304,0.113584,0.08942,0.04788,0.0437,0.098568,0.172664,0.124968,0.051504,0.026148,0.01654,0.01008,0.030108,0.006372,0.022332,0.041348,0.062772,0.079376,0.086924,0.080892,0.076216,0.076612,0.06508,0.053244,0.052068,0.060484,0.059836,0.043828,0.04144,0.037104,0.02556,0.014084,0.014428,0.053988,0.105292,0.108272,0.091684,0.07864,0.070228,0.067256,0.068796,0.067912,0.057764,0.046436,0.038548,0.032684,0.028128,0.024952,0.020788,0.016788,0.01198,0.007296,0.002568,0.002544,0.017596,0.051388,0.094696,0.1357,0.154016,0.153168,0.133576,0.101804,0.068608,0.044236,0.025908,0.012556,0.003704,0.0005,0.0,0.0,0.0,0.0,0.0,0.009532,0.05116,0.11612,0.174276,0.196368,0.176536,0.129816,0.079788,0.042708,0.017768,0.005012,0.00086,5.6e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0
D01105_rm.obj,Chess,0.07821700670888555,1.1246562294199343,1.1569436770558084,2.05591247669293,0.488836941742774,0.5574174609526561,0.21125911536609226,0.4864020289465656,1.0,0.41141335999999995,0.41140942999999996,0.0,0.0,0.0,0.088012,0.049424,0.053492,0.071184,0.043652,0.048656,0.06618,0.073996,0.113036,0.158628,0.099128,0.014572,0.014936,0.013888,0.026064,0.049232,0.01592,0.009128,0.02982,0.054872,0.075352,0.08824,0.098468,0.103328,0.103444,0.061824,0.047832,0.043,0.042472,0.048016,0.050344,0.039696,0.02838,0.023848,0.023948,0.022088,0.0059,0.069208,0.118228,0.113936,0.089152,0.07098,0.062352,0.058488,0.057072,0.059284,0.054668,0.043824,0.036668,0.032732,0.029832,0.026624,0.025132,0.020724,0.016144,0.011128,0.003824,0.004572,0.02908,0.07606,0.132228,0.174556,0.190792,0.151236,0.10438,0.068888,0.042384,0.019568,0.006024,0.000232,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015,0.08144,0.166404,0.220288,0.217424,0.161628,0.08914,0.037664,0.010076,0.000936,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
D01123_rm.obj,Chess,0.11662470390955815,1.4086944035447417,1.1726771354450336,1.8172592408955244,0.6375204430829636,0.38962550377844485,0.22040020129505328,0.5502792213108855,1.0,0.43308537,0.43313822999999996,0.0,0.002248,0.049008,0.035228,0.033108,0.033008,0.040816,0.051884,0.0664,0.04516,0.047516,0.047648,0.049796,0.066952,0.111248,0.149616,0.026944,0.094592,0.048828,0.0,0.008256,0.027424,0.049624,0.071952,0.084172,0.091116,0.087712,0.0838,0.050068,0.040704,0.039088,0.040352,0.04448,0.04564,0.03896,0.036896,0.037176,0.036568,0.038456,0.047556,0.081024,0.146836,0.114908,0.074068,0.058028,0.05088,0.05002,0.053872,0.0613,0.054624,0.043392,0.033376,0.030592,0.029116,0.028064,0.026112,0.024044,0.021156,0.01386,0.004728,0.004132,0.026012,0.069268,0.119824,0.158992,0.158052,0.14138,0.119112,0.091256,0.061176,0.032808,0.014536,0.003452,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013992,0.075384,0.153636,0.208508,0.209504,0.163472,0.10196,0.05086,0.018476,0.00392,0.000288,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
D00979_rm.obj,Cellphone,0.03870405937428429,0.8130748546176142,1.0725213406434044,3.1726793543658385,0.6653560151436133,0.14887137535984246,0.12924936881690596,0.31519100681382345,1.0,0.34087783000000005,0.18467358,0.0,0.01364,0.039144,0.069944,0.084688,0.10806,0.08194,0.070272,0.074524,0.07234,0.076636,0.075228,0.069352,0.096096,0.04908,0.00888,0.004484,0.003284,0.002408,0.0,0.01286,0.037896,0.0911,0.113448,0.116452,0.107888,0.09148,0.077132,0.067,0.059624,0.052116,0.044792,0.038,0.032348,0.025512,0.017288,0.010804,0.002824,0.001004,0.000432,0.06968,0.131716,0.124856,0.093992,0.074256,0.05918,0.051716,0.045756,0.042336,0.039988,0.038236,0.037364,0.035564,0.034328,0.032572,0.0295,0.024332,0.0181,0.011904,0.004624,0.009584,0.05348,0.129788,0.203772,0.222236,0.181768,0.116948,0.05718,0.020972,0.004124,0.000148,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.034396,0.147916,0.256396,0.284576,0.196996,0.071036,0.0086,8.4e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
D01138_rm.obj,Chess,0.09261734384548187,1.2199991781096036,1.1777911343564746,1.871723087049723,0.48077080724518384,0.5334529061867845,0.2332196648812753,0.5342670648873792,1.0,0.43993168,0.44005917,0.0,0.000404,0.052096,0.026684,0.03546,0.04126,0.096652,0.055792,0.038432,0.043292,0.055064,0.058108,0.076404,0.153732,0.13976,0.037868,0.030904,0.027192,0.012252,0.018644,0.008552,0.02708,0.0489,0.0726,0.090756,0.096236,0.089332,0.090592,0.064876,0.045064,0.053968,0.053276,0.043824,0.039588,0.038332,0.036316,0.040148,0.030612,0.019064,0.010884,0.066284,0.127792,0.11886,0.084832,0.06828,0.058012,0.056664,0.058904,0.059368,0.054036,0.043672,0.035316,0.031772,0.029756,0.02822,0.025108,0.02188,0.01698,0.010456,0.003808,0.00366,0.024988,0.069176,0.12334,0.164944,0.172108,0.150604,0.122384,0.08828,0.046044,0.022136,0.010432,0.001892,1.2e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.013152,0.071672,0.15336,0.212024,0.217776,0.166652,0.099816,0.046892,0.015676,0.002872,0.000108,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
D01145_rm.obj,Chess,0.11658514584940699,1.408375706811711,1.1728116862399018,1.817258720903568,0.6375198336080394,0.38962497775055216,0.22040027638444298,0.55027937876825,1.0,0.43327816,0.43330968999999997,0.0,0.001616,0.046828,0.03774,0.029116,0.032892,0.037144,0.052416,0.071032,0.035924,0.041064,0.047492,0.0529,0.065144,0.11442,0.152136,0.030196,0.098992,0.052948,0.0,0.0084,0.027468,0.050492,0.072384,0.08372,0.088936,0.088084,0.081548,0.049436,0.037836,0.037656,0.039132,0.045272,0.047048,0.038664,0.035896,0.03608,0.0399,0.040928,0.05112,0.08268,0.14832,0.114932,0.072248,0.05662,0.050168,0.049456,0.054124,0.061092,0.056112,0.044292,0.032508,0.030336,0.028776,0.027692,0.026876,0.024396,0.020612,0.014012,0.004748,0.003896,0.025844,0.0692,0.119384,0.15482,0.158324,0.140868,0.121356,0.094364,0.062088,0.032488,0.013972,0.003396,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013724,0.073532,0.153364,0.207256,0.208868,0.165948,0.1038,0.050864,0.01836,0.004032,0.000252,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
