filename,class,vertices,faces,face_type,bounding_box
D00579.obj,ClassicPiano,2369,12150,triangles,"{'min_x': 5.55969, 'max_x': 7.32157, 'min_y': 1.37708, 'max_y': 4.40191, 'min_z': 0.0898382, 'max_z': 2.12879}"
D00605.obj,ClassicPiano,8121,47805,triangles,"{'min_x': -0.016794, 'max_x': 1.36991, 'min_y': 0.0, 'max_y': 2.49472, 'min_z': 0.0, 'max_z': 1.85693}"
D00784.obj,ClassicPiano,5131,31437,triangles,"{'min_x': -0.366941, 'max_x': 1.521594, 'min_y': -2.779, 'max_y': -0.294685, 'min_z': -0.0, 'max_z': 1.935681}"
D00789.obj,ClassicPiano,3136,15573,triangles,"{'min_x': 0.091157, 'max_x': 4.589034, 'min_y': 1.065418, 'max_y': 8.490104, 'min_z': -0.044535, 'max_z': 5.149089}"
D00811.obj,ClassicPiano,615,3606,triangles,"{'min_x': 0.219825, 'max_x': 1.548883, 'min_y': -0.395828, 'max_y': 1.284801, 'min_z': -0.0, 'max_z': 1.578419}"
D00845.obj,ClassicPiano,750,3345,triangles,"{'min_x': 1.59715, 'max_x': 3.698476, 'min_y': 8.023479, 'max_y': 10.576479, 'min_z': 0.0, 'max_z': 2.466056}"
D00967.obj,ClassicPiano,4279,8391,triangles,"{'min_x': 0.383274, 'max_x': 4.70666, 'min_y': 0.330893, 'max_y': 3.46411, 'min_z': 0.0, 'max_z': 1.93986}"
D00983.obj,ClassicPiano,204,954,triangles,"{'min_x': -0.892376, 'max_x': 1.245164, 'min_y': -1.324473, 'max_y': 0.403054, 'min_z': 0.0, 'max_z': 0.980643}"
D00116.obj,ComputerKeyboard,805,4113,triangles,"{'min_x': -25.3572, 'max_x': -7.59018, 'min_y': -9.09765, 'max_y': -3.78905, 'min_z': -0.4699, 'max_z': 0.226463}"
D00127.obj,ComputerKeyboard,706,3360,triangles,"{'min_x': 0.0, 'max_x': 0.1143, 'min_y': 0.0, 'max_y': 0.43815, 'min_z': 0.0, 'max_z': 0.036337}"
D00197.obj,ComputerKeyboard,6987,38268,triangles,"{'min_x': 1.37708, 'max_x': 6.04708, 'min_y': 2.18197, 'max_y': 3.86471, 'min_z': 1.00767, 'max_z': 1.35582}"
D00278.obj,ComputerKeyboard,1043,5118,triangles,"{'min_x': 0.244137, 'max_x': 63.8625, 'min_y': 0.407779, 'max_y': 20.779, 'min_z': -0.4699, 'max_z': 2.02257}"
D00360.obj,ComputerKeyboard,6193,35826,triangles,"{'min_x': 0.0, 'max_x': 0.43, 'min_y': -0.000633, 'max_y': 0.116331, 'min_z': -1.4e-05, 'max_z': 0.019035}"
D00382.obj,ComputerKeyboard,8346,40758,triangles,"{'min_x': 0.283546, 'max_x': 0.779882, 'min_y': -0.535187, 'max_y': -0.373283, 'min_z': 0.572214, 'max_z': 0.606543}"
D00420.obj,ComputerKeyboard,11072,45807,triangles,"{'min_x': 0.0, 'max_x': 0.698511, 'min_y': -0.242249, 'max_y': 0.0, 'min_z': -0.0005, 'max_z': 0.092894}"
D00493.obj,ComputerKeyboard,1300,7944,triangles,"{'min_x': 0.805449, 'max_x': 1.06935, 'min_y': 0.216073, 'max_y': 0.707306, 'min_z': 0.736948, 'max_z': 0.771269}"
D00525.obj,ComputerKeyboard,8309,26043,triangles,"{'min_x': 0.0, 'max_x': 46.0, 'min_y': -0.014278, 'max_y': 13.824192, 'min_z': -0.0, 'max_z': 1.589723}"
D00569.obj,ComputerKeyboard,348,2076,triangles,"{'min_x': 1.171264, 'max_x': 1.317314, 'min_y': -0.787848, 'max_y': -0.419548, 'min_z': 0.77699, 'max_z': 0.801542}"
D00597.obj,ComputerKeyboard,8460,50064,triangles,"{'min_x': 0.890324, 'max_x': 1.021524, 'min_y': 0.870713, 'max_y': 1.150452, 'min_z': 0.52, 'max_z': 0.542157}"
D00600.obj,ComputerKeyboard,1837,10497,triangles,"{'min_x': 0.847416, 'max_x': 1.305416, 'min_y': -0.0008, 'max_y': 0.159395, 'min_z': 0.004234, 'max_z': 0.041277}"
D00627.obj,ComputerKeyboard,6564,38160,triangles,"{'min_x': 0.0, 'max_x': 0.45, 'min_y': -0.002354, 'max_y': 0.166113, 'min_z': 0.0, 'max_z': 0.048376}"
D00654.obj,ComputerKeyboard,1179,7401,triangles,"{'min_x': 5.508326, 'max_x': 13.269531, 'min_y': -7.665221, 'max_y': 13.435953, 'min_z': 0.271064, 'max_z': 2.839856}"
D00673.obj,ComputerKeyboard,1002,4008,triangles,"{'min_x': -0.005, 'max_x': 0.453, 'min_y': -0.006406, 'max_y': 0.15633, 'min_z': 0.0, 'max_z': 0.030751}"
D00676.obj,ComputerKeyboard,7956,42939,triangles,"{'min_x': 0.0, 'max_x': 5.6, 'min_y': -0.180873, 'max_y': 2.68959, 'min_z': -0.182521, 'max_z': 0.176906}"
D00692.obj,ComputerKeyboard,4176,31218,triangles,"{'min_x': -3.66285, 'max_x': -3.25488, 'min_y': 1.75235, 'max_y': 1.91034, 'min_z': -0.003105, 'max_z': 0.017511}"
D00805.obj,ComputerKeyboard,6954,40641,triangles,"{'min_x': 1.4707, 'max_x': 153.012, 'min_y': -0.131705, 'max_y': 51.3568, 'min_z': -0.191566, 'max_z': 18.1854}"
D00905.obj,ComputerKeyboard,1282,7680,triangles,"{'min_x': -1.610966, 'max_x': -1.349154, 'min_y': 1.814205, 'max_y': 2.525576, 'min_z': 1.184175, 'max_z': 1.212519}"
D00990.obj,ComputerKeyboard,1646,9150,triangles,"{'min_x': 0.0, 'max_x': 0.4445, 'min_y': 0.0, 'max_y': 0.1524, 'min_z': 0.0, 'max_z': 0.044462}"
D01002.obj,Computer,2591,5109,triangles,"{'min_x': 0.025, 'max_x': 0.975, 'min_y': 0.025, 'max_y': 0.648602, 'min_z': 0.025, 'max_z': 0.66988}"
D01023.obj,Computer,11463,20749,triangles,"{'min_x': -79.1844, 'max_x': 100.824, 'min_y': -123.937, 'max_y': 291.253, 'min_z': -240.26, 'max_z': 213.139}"
D01026.obj,Computer,396,760,triangles,"{'min_x': 0.025, 'max_x': 0.975, 'min_y': 0.025, 'max_y': 0.698854, 'min_z': 0.025, 'max_z': 0.950566}"
D01028.obj,Computer,2503,4217,triangles,"{'min_x': 0.025, 'max_x': 0.975, 'min_y': 0.025, 'max_y': 0.477648, 'min_z': 0.025, 'max_z': 0.724189}"
D01033.obj,Computer,2986,5666,triangles,"{'min_x': 0.025, 'max_x': 0.662817, 'min_y': 0.025, 'max_y': 0.647886, 'min_z': 0.025, 'max_z': 0.975}"
D01037.obj,Computer,135,400,triangles,"{'min_x': 0.025, 'max_x': 0.90283, 'min_y': 0.0297535, 'max_y': 0.853898, 'min_z': 0.025, 'max_z': 0.975}"
D01067.obj,Computer,5026,9528,triangles,"{'min_x': 0.025, 'max_x': 0.975, 'min_y': 0.025, 'max_y': 0.699188, 'min_z': 0.025, 'max_z': 0.950849}"
D01070.obj,Computer,3935,7734,triangles,"{'min_x': -1.2227, 'max_x': 1.25249, 'min_y': -0.66435, 'max_y': 0.65371, 'min_z': 0.10545, 'max_z': 3.51795}"
D01071.obj,Computer,29,43,triangles,"{'min_x': 0.025, 'max_x': 0.806396, 'min_y': 0.025, 'max_y': 0.806392, 'min_z': 0.025, 'max_z': 0.975}"
D01072.obj,Computer,325,618,triangles,"{'min_x': 0.025, 'max_x': 0.910416, 'min_y': 0.025, 'max_y': 0.736516, 'min_z': 0.025, 'max_z': 0.975}"
D01073.obj,Computer,4638,8997,triangles,"{'min_x': -15.3327, 'max_x': 18.1278, 'min_y': -2.69876, 'max_y': 27.1292, 'min_z': -0.605204, 'max_z': 23.3661}"
D01082.obj,Computer,4269,6365,triangles,"{'min_x': 0.025, 'max_x': 0.755085, 'min_y': 0.025, 'max_y': 0.975, 'min_z': 0.025, 'max_z': 0.639211}"
D01085.obj,Computer,46,76,triangles,"{'min_x': 0.025, 'max_x': 0.703571, 'min_y': 0.025, 'max_y': 0.975, 'min_z': 0.025, 'max_z': 0.74881}"
D01098.obj,Computer,668,1092,triangles,"{'min_x': 0.025, 'max_x': 0.975, 'min_y': 0.025, 'max_y': 0.750843, 'min_z': 0.025, 'max_z': 0.897328}"
D01100.obj,Computer,2986,5666,triangles,"{'min_x': -123.448, 'max_x': -103.793, 'min_y': -118.893, 'max_y': -89.6162, 'min_z': 11.3206, 'max_z': 30.5163}"
D01102.obj,Computer,28,30,triangles,"{'min_x': 0.025, 'max_x': 0.62896, 'min_y': 0.025, 'max_y': 0.608372, 'min_z': 0.025, 'max_z': 0.975}"
D01115.obj,Computer,8163,11211,triangles,"{'min_x': -32.140453, 'max_x': 50.043461, 'min_y': -132.030945, 'max_y': 95.368149, 'min_z': -117.531853, 'max_z': 112.079926}"
D01128.obj,Computer,17301,34133,triangles,"{'min_x': 0.025, 'max_x': 0.929395, 'min_y': 0.025, 'max_y': 0.533106, 'min_z': 0.025, 'max_z': 0.975}"
D01164.obj,Computer,2674,5270,triangles,"{'min_x': 0.025, 'max_x': 0.777486, 'min_y': 0.025, 'max_y': 0.4214, 'min_z': 0.025, 'max_z': 0.975}"
D01185.obj,Computer,270,538,triangles,"{'min_x': 0.025, 'max_x': 0.909483, 'min_y': 0.025, 'max_y': 0.852815, 'min_z': 0.025, 'max_z': 0.975}"
m1764.obj,Computer,668,1092,triangles,"{'min_x': 0.025, 'max_x': 0.975, 'min_y': 0.025, 'max_y': 0.750843, 'min_z': 0.025, 'max_z': 0.897328}"
m1765.obj,Computer,28,30,triangles,"{'min_x': 0.025, 'max_x': 0.62896, 'min_y': 0.025, 'max_y': 0.608372, 'min_z': 0.025, 'max_z': 0.975}"
m1766.obj,Computer,29,43,triangles,"{'min_x': 0.025, 'max_x': 0.806396, 'min_y': 0.025, 'max_y': 0.806392, 'min_z': 0.025, 'max_z': 0.975}"
m1767.obj,Computer,2591,5109,triangles,"{'min_x': 0.025, 'max_x': 0.975, 'min_y': 0.025, 'max_y': 0.648602, 'min_z': 0.025, 'max_z': 0.66988}"
m1769.obj,Computer,46,76,triangles,"{'min_x': 0.025, 'max_x': 0.703571, 'min_y': 0.025, 'max_y': 0.975, 'min_z': 0.025, 'max_z': 0.74881}"
m1770.obj,Computer,2986,5666,triangles,"{'min_x': 0.025, 'max_x': 0.662817, 'min_y': 0.025, 'max_y': 0.647886, 'min_z': 0.025, 'max_z': 0.975}"
m1772.obj,Computer,17301,34133,triangles,"{'min_x': 0.025, 'max_x': 0.929395, 'min_y': 0.025, 'max_y': 0.533106, 'min_z': 0.025, 'max_z': 0.975}"
m1773.obj,Computer,2503,4217,triangles,"{'min_x': 0.025, 'max_x': 0.975, 'min_y': 0.025, 'max_y': 0.477648, 'min_z': 0.025, 'max_z': 0.724189}"
m1774.obj,Computer,284,740,triangles,"{'min_x': 0.025, 'max_x': 0.907078, 'min_y': 0.025, 'max_y': 0.853794, 'min_z': 0.025, 'max_z': 0.975}"
m1775.obj,Computer,396,760,triangles,"{'min_x': 0.025, 'max_x': 0.975, 'min_y': 0.025, 'max_y': 0.698854, 'min_z': 0.025, 'max_z': 0.950566}"
m1776.obj,Computer,270,538,triangles,"{'min_x': 0.025, 'max_x': 0.909483, 'min_y': 0.025, 'max_y': 0.852815, 'min_z': 0.025, 'max_z': 0.975}"
m1777.obj,Computer,325,618,triangles,"{'min_x': 0.025, 'max_x': 0.910416, 'min_y': 0.025, 'max_y': 0.736516, 'min_z': 0.025, 'max_z': 0.975}"
m1778.obj,Computer,5026,9528,triangles,"{'min_x': 0.025, 'max_x': 0.975, 'min_y': 0.025, 'max_y': 0.699188, 'min_z': 0.025, 'max_z': 0.950849}"
D00035.obj,Cup,235,884,triangles,"{'min_x': -1.20011, 'max_x': 0.741275, 'min_y': -1.00923, 'max_y': 0.933018, 'min_z': -0.801552, 'max_z': 0.770052}"
D00067.obj,Cup,353,702,triangles,"{'min_x': -0.944876, 'max_x': 0.694881, 'min_y': -0.249332, 'max_y': 0.46521, 'min_z': -0.353669, 'max_z': 0.322506}"
D00174.obj,Cup,12252,24500,triangles,"{'min_x': -0.845196, 'max_x': 0.676699, 'min_y': -0.326993, 'max_y': 0.624965, 'min_z': -0.476778, 'max_z': 0.476146}"
D00206.obj,Cup,2092,3770,triangles,"{'min_x': -0.547141, 'max_x': 0.914093, 'min_y': -0.838416, 'max_y': 0.568313, 'min_z': -0.659151, 'max_z': 0.741534}"
D00214.obj,Cup,395,786,triangles,"{'min_x': -0.988675, 'max_x': 0.601485, 'min_y': -0.517514, 'max_y': 0.773412, 'min_z': -0.632965, 'max_z': 0.659266}"
D00270.obj,Cup,2687,5022,triangles,"{'min_x': -0.859396, 'max_x': 0.744707, 'min_y': -0.307058, 'max_y': 0.474676, 'min_z': -0.394061, 'max_z': 0.381987}"
D00328.obj,Cup,2827,5231,triangles,"{'min_x': -0.760875, 'max_x': 0.908646, 'min_y': -0.433187, 'max_y': 0.281105, 'min_z': -0.354822, 'max_z': 0.356583}"
D00355.obj,Cup,7114,14224,triangles,"{'min_x': -0.684795, 'max_x': 0.954906, 'min_y': -0.340553, 'max_y': 0.200958, 'min_z': -0.25451, 'max_z': 0.25516}"
D00363.obj,Cup,5433,6976,triangles,"{'min_x': -0.577523, 'max_x': 0.971664, 'min_y': -0.498085, 'max_y': 0.747347, 'min_z': -0.641834, 'max_z': 0.608541}"
D00457.obj,Cup,10872,21740,triangles,"{'min_x': -0.864959, 'max_x': 0.833136, 'min_y': -0.204733, 'max_y': 0.464037, 'min_z': -0.307462, 'max_z': 0.307252}"
D00463.obj,Cup,4710,9420,triangles,"{'min_x': -0.895845, 'max_x': 0.681886, 'min_y': -0.743936, 'max_y': 0.498029, 'min_z': -0.57885, 'max_z': 0.657532}"
D00519.obj,Cup,856,888,triangles,"{'min_x': -1.07582, 'max_x': 0.644285, 'min_y': -0.354833, 'max_y': 0.467092, 'min_z': -0.405523, 'max_z': 0.376382}"
D00550.obj,Cup,13747,24928,triangles,"{'min_x': -0.714203, 'max_x': 0.774792, 'min_y': -0.516739, 'max_y': 0.344814, 'min_z': -0.396915, 'max_z': 0.380183}"
D00587.obj,Cup,7102,14200,triangles,"{'min_x': -0.665391, 'max_x': 1.03476, 'min_y': -0.34733, 'max_y': 0.602043, 'min_z': -0.479933, 'max_z': 0.407467}"
D00638.obj,Cup,6786,13568,triangles,"{'min_x': -0.540268, 'max_x': 0.960222, 'min_y': -0.392506, 'max_y': 0.524391, 'min_z': -0.463908, 'max_z': 0.453931}"
D00642.obj,Cup,1686,3036,triangles,"{'min_x': -0.835482, 'max_x': 0.97391, 'min_y': -0.301635, 'max_y': 0.236074, 'min_z': -0.282773, 'max_z': 0.255214}"
D00738.obj,Cup,10318,20331,triangles,"{'min_x': -1.02336, 'max_x': 0.666301, 'min_y': -0.466564, 'max_y': 0.660126, 'min_z': -0.522179, 'max_z': 0.520628}"
D00843.obj,Cup,9127,16832,triangles,"{'min_x': -0.783894, 'max_x': 0.745375, 'min_y': -0.329732, 'max_y': 0.377492, 'min_z': -0.347978, 'max_z': 0.35917}"
D00874.obj,Cup,2296,3748,triangles,"{'min_x': -0.7571, 'max_x': 0.784032, 'min_y': -0.688516, 'max_y': 0.68702, 'min_z': -0.758328, 'max_z': 0.615694}"
D00882.obj,Cup,1553,3102,triangles,"{'min_x': -1.0525, 'max_x': 0.604467, 'min_y': -0.37905, 'max_y': 0.637049, 'min_z': -0.486175, 'max_z': 0.474396}"
m494.obj,Cup,770,1536,triangles,"{'min_x': 0.025, 'max_x': 0.3425, 'min_y': 0.025, 'max_y': 0.3425, 'min_z': 0.025, 'max_z': 0.975}"
m495.obj,Cup,1401,2750,triangles,"{'min_x': 0.025, 'max_x': 0.743052, 'min_y': 0.025, 'max_y': 0.975, 'min_z': 0.025, 'max_z': 0.741634}"
m496.obj,Cup,502,1000,triangles,"{'min_x': 0.025, 'max_x': 0.639734, 'min_y': 0.025, 'max_y': 0.975, 'min_z': 0.025, 'max_z': 0.61202}"
m497.obj,Cup,3008,6012,triangles,"{'min_x': 0.025, 'max_x': 0.415029, 'min_y': 0.025, 'max_y': 0.415029, 'min_z': 0.025, 'max_z': 0.975}"
m498.obj,Cup,380,720,triangles,"{'min_x': 0.025, 'max_x': 0.975, 'min_y': 0.025, 'max_y': 0.871244, 'min_z': 0.025, 'max_z': 0.975}"
m499.obj,Cup,339,636,triangles,"{'min_x': 0.025, 'max_x': 0.727903, 'min_y': 0.025, 'max_y': 0.727903, 'min_z': 0.025, 'max_z': 0.975}"
m500.obj,Cup,71,138,triangles,"{'min_x': 0.025, 'max_x': 0.95964, 'min_y': 0.025, 'max_y': 0.896862, 'min_z': 0.025, 'max_z': 0.975}"
m501.obj,Cup,1072,2000,triangles,"{'min_x': 0.025, 'max_x': 0.677538, 'min_y': 0.025, 'max_y': 0.975, 'min_z': 0.025, 'max_z': 0.677538}"
m502.obj,Cup,752,1500,triangles,"{'min_x': 0.025, 'max_x': 0.675007, 'min_y': 0.025, 'max_y': 0.975, 'min_z': 0.025, 'max_z': 0.675007}"
m526.obj,Cup,120,226,triangles,"{'min_x': 0.025, 'max_x': 0.975, 'min_y': 0.025, 'max_y': 0.658894, 'min_z': 0.025, 'max_z': 0.5}"
D00048.obj,DeskLamp,4189,6976,triangles,"{'min_x': -1.12769, 'max_x': 0.6057, 'min_y': -0.581116, 'max_y': 0.666292, 'min_z': -0.630788, 'max_z': 0.731294}"
D00090.obj,DeskLamp,6516,11216,triangles,"{'min_x': -0.875, 'max_x': 0.735197, 'min_y': -0.686618, 'max_y': 0.781815, 'min_z': -0.296137, 'max_z': 0.30965}"
D00147.obj,DeskLamp,503,836,triangles,"{'min_x': -0.725228, 'max_x': 0.962518, 'min_y': -0.407043, 'max_y': 0.452214, 'min_z': -0.171117, 'max_z': 0.183875}"
D00257.obj,DeskLamp,2208,4366,triangles,"{'min_x': -0.955963, 'max_x': 0.631241, 'min_y': -0.322302, 'max_y': 0.399708, 'min_z': -0.306709, 'max_z': 0.302267}"
D00268.obj,DeskLamp,1868,3672,triangles,"{'min_x': -0.599151, 'max_x': 0.974827, 'min_y': -0.187466, 'max_y': 0.115978, 'min_z': -0.104204, 'max_z': 0.109359}"
D00330.obj,DeskLamp,13579,18523,triangles,"{'min_x': -1.18276, 'max_x': 0.505399, 'min_y': -0.353165, 'max_y': 0.181292, 'min_z': -0.191189, 'max_z': 0.183064}"
D00378.obj,DeskLamp,69,116,triangles,"{'min_x': -0.907867, 'max_x': 0.946441, 'min_y': -0.256646, 'max_y': 0.722841, 'min_z': -0.565493, 'max_z': 0.379832}"
D00435.obj,DeskLamp,2252,4476,triangles,"{'min_x': -1.03346, 'max_x': 0.693677, 'min_y': -0.386675, 'max_y': 0.507452, 'min_z': -0.35865, 'max_z': 0.350955}"
D00455.obj,DeskLamp,7627,15060,triangles,"{'min_x': -0.93453, 'max_x': 0.666272, 'min_y': -0.360921, 'max_y': 0.263151, 'min_z': -0.253472, 'max_z': 0.24362}"
D00531.obj,DeskLamp,2300,4546,triangles,"{'min_x': -1.15289, 'max_x': 0.699147, 'min_y': -0.236515, 'max_y': 0.296754, 'min_z': -0.186329, 'max_z': 0.191789}"
D00547.obj,DeskLamp,22837,45584,triangles,"{'min_x': -0.921965, 'max_x': 0.706008, 'min_y': -0.412163, 'max_y': 0.328925, 'min_z': -0.565215, 'max_z': 0.209583}"
D00686.obj,DeskLamp,3558,6901,triangles,"{'min_x': -0.929669, 'max_x': 0.912698, 'min_y': -0.619726, 'max_y': 0.859064, 'min_z': -0.299398, 'max_z': 0.352642}"
D00693.obj,DeskLamp,655,1224,triangles,"{'min_x': -1.07987, 'max_x': 0.780756, 'min_y': -0.23138, 'max_y': 0.4341, 'min_z': -0.309121, 'max_z': 0.273299}"
D00698.obj,DeskLamp,615,1044,triangles,"{'min_x': -0.887514, 'max_x': 0.766981, 'min_y': -0.490664, 'max_y': 0.360029, 'min_z': -0.27815, 'max_z': 0.3526}"
D00715.obj,DeskLamp,1964,3916,triangles,"{'min_x': -1.0124, 'max_x': 0.780967, 'min_y': -0.42488, 'max_y': 0.587314, 'min_z': -0.474136, 'max_z': 0.464886}"
D00744.obj,DeskLamp,21616,38066,triangles,"{'min_x': -0.785537, 'max_x': 1.14582, 'min_y': -0.236031, 'max_y': 0.292991, 'min_z': -0.264958, 'max_z': 0.167928}"
D00759.obj,DeskLamp,5982,11780,triangles,"{'min_x': -0.902994, 'max_x': 0.949175, 'min_y': -0.756791, 'max_y': 0.698912, 'min_z': -0.499502, 'max_z': 0.542295}"
D00776.obj,DeskLamp,1001,1972,triangles,"{'min_x': -1.00827, 'max_x': 0.69438, 'min_y': -0.378761, 'max_y': 0.326064, 'min_z': -0.26802, 'max_z': 0.196867}"
D00797.obj,DeskLamp,14960,28504,triangles,"{'min_x': -0.773745, 'max_x': 0.899578, 'min_y': -0.684703, 'max_y': 0.464712, 'min_z': -0.35179, 'max_z': 0.353095}"
D00912.obj,DeskLamp,10656,8640,triangles,"{'min_x': -0.826668, 'max_x': 1.01155, 'min_y': -0.803363, 'max_y': 0.671597, 'min_z': -0.337562, 'max_z': 0.314515}"
m603.obj,DeskLamp,166,320,triangles,"{'min_x': 0.025, 'max_x': 0.583322, 'min_y': 0.025, 'max_y': 0.846549, 'min_z': 0.025, 'max_z': 0.975}"
m604.obj,DeskLamp,1316,2333,triangles,"{'min_x': 0.025, 'max_x': 0.69906, 'min_y': 0.025, 'max_y': 0.975, 'min_z': 0.025, 'max_z': 0.156056}"
m605.obj,DeskLamp,531,1300,triangles,"{'min_x': 0.025, 'max_x': 0.502077, 'min_y': 0.025, 'max_y': 0.975, 'min_z': 0.025, 'max_z': 0.836867}"
m606.obj,DeskLamp,87,145,triangles,"{'min_x': 0.025, 'max_x': 0.838636, 'min_y': 0.025, 'max_y': 0.975, 'min_z': 0.025, 'max_z': 0.458987}"
m608.obj,DeskLamp,699,1314,triangles,"{'min_x': 0.025, 'max_x': 0.759984, 'min_y': 0.025, 'max_y': 0.90819, 'min_z': 0.025, 'max_z': 0.975}"
m609.obj,DeskLamp,1137,2234,triangles,"{'min_x': 0.025, 'max_x': 0.212564, 'min_y': 0.025, 'max_y': 0.720676, 'min_z': 0.025, 'max_z': 0.975}"
m611.obj,DeskLamp,87,200,triangles,"{'min_x': 0.025, 'max_x': 0.844015, 'min_y': 0.025, 'max_y': 0.975, 'min_z': 0.025, 'max_z': 0.458932}"
m613.obj,DeskLamp,136,200,triangles,"{'min_x': 0.025, 'max_x': 0.975, 'min_y': 0.025, 'max_y': 0.934536, 'min_z': 0.025, 'max_z': 0.298021}"
m614.obj,DeskLamp,336,684,triangles,"{'min_x': 0.025, 'max_x': 0.396062, 'min_y': 0.025, 'max_y': 0.975, 'min_z': 0.025, 'max_z': 0.919718}"
m615.obj,DeskLamp,2689,5410,triangles,"{'min_x': 0.025, 'max_x': 0.863495, 'min_y': 0.025, 'max_y': 0.747334, 'min_z': 0.025, 'max_z': 0.975}"
m616.obj,DeskLamp,14129,28358,triangles,"{'min_x': 0.025, 'max_x': 0.773417, 'min_y': 0.025, 'max_y': 0.975, 'min_z': 0.025, 'max_z': 0.442888}"
D00118.obj,DeskPhone,12443,21950,triangles,"{'min_x': -0.775724, 'max_x': 0.897899, 'min_y': -0.727948, 'max_y': 0.591752, 'min_z': -0.22007, 'max_z': 0.218757}"
D00135.obj,DeskPhone,531,848,triangles,"{'min_x': -0.847322, 'max_x': 0.884304, 'min_y': -0.533093, 'max_y': 0.765637, 'min_z': -0.210727, 'max_z': 0.143761}"
D00154.obj,DeskPhone,17247,22944,triangles,"{'min_x': -0.633179, 'max_x': 0.967745, 'min_y': -0.637106, 'max_y': 0.42905, 'min_z': -0.131654, 'max_z': 0.106948}"
D00220.obj,DeskPhone,3924,7780,triangles,"{'min_x': -0.737965, 'max_x': 0.748198, 'min_y': -0.674884, 'max_y': 0.508508, 'min_z': -0.377125, 'max_z': 0.498221}"
D00316.obj,DeskPhone,48093,94497,triangles,"{'min_x': -0.628642, 'max_x': 0.811874, 'min_y': -0.593525, 'max_y': 0.701571, 'min_z': -0.286264, 'max_z': 0.244973}"
D00318.obj,DeskPhone,4313,8494,triangles,"{'min_x': -0.714041, 'max_x': 0.810842, 'min_y': -0.660621, 'max_y': 0.614137, 'min_z': -0.5206, 'max_z': 0.270839}"
D00403.obj,DeskPhone,27361,54523,triangles,"{'min_x': -1.14834, 'max_x': 0.542027, 'min_y': -0.4665, 'max_y': 0.579623, 'min_z': -0.300472, 'max_z': 0.823005}"
D00486.obj,DeskPhone,1699,3314,triangles,"{'min_x': -0.754318, 'max_x': 0.968448, 'min_y': -0.637186, 'max_y': 0.494299, 'min_z': -0.378441, 'max_z': 0.291523}"
D00511.obj,DeskPhone,31349,60638,triangles,"{'min_x': -0.897564, 'max_x': 0.722718, 'min_y': -0.349662, 'max_y': 0.260148, 'min_z': -0.120496, 'max_z': 0.264187}"
D00556.obj,DeskPhone,586,1108,triangles,"{'min_x': -0.851434, 'max_x': 0.837127, 'min_y': -0.497319, 'max_y': 0.918088, 'min_z': -0.430833, 'max_z': 0.255611}"
D00576.obj,DeskPhone,13619,26647,triangles,"{'min_x': -0.755345, 'max_x': 0.819921, 'min_y': -0.473597, 'max_y': 0.471047, 'min_z': -0.179611, 'max_z': 0.197132}"
D00680.obj,DeskPhone,820,1508,triangles,"{'min_x': -0.77804, 'max_x': 0.777776, 'min_y': -0.498658, 'max_y': 0.848873, 'min_z': -0.222143, 'max_z': 0.191511}"
D00706.obj,DeskPhone,44937,51962,triangles,"{'min_x': -0.779021, 'max_x': 0.762809, 'min_y': -0.573701, 'max_y': 0.756733, 'min_z': -0.273202, 'max_z': 0.211645}"
D00773.obj,DeskPhone,23711,42664,triangles,"{'min_x': -0.706499, 'max_x': 0.865278, 'min_y': -0.567667, 'max_y': 0.529835, 'min_z': -0.17342, 'max_z': 0.195062}"
D00829.obj,DeskPhone,3870,7692,triangles,"{'min_x': -0.90569, 'max_x': 0.924361, 'min_y': -0.910352, 'max_y': 0.795984, 'min_z': -0.438572, 'max_z': 0.122189}"
D00894.obj,DeskPhone,880,1678,triangles,"{'min_x': -1.01212, 'max_x': 0.568062, 'min_y': -0.594093, 'max_y': 0.696047, 'min_z': -0.542462, 'max_z': 0.287657}"
D00897.obj,DeskPhone,27510,53857,triangles,"{'min_x': -1.01916, 'max_x': 0.870804, 'min_y': -0.589814, 'max_y': 0.353758, 'min_z': -0.242044, 'max_z': 0.165194}"
D00899.obj,DeskPhone,39872,79652,triangles,"{'min_x': -0.714538, 'max_x': 0.779728, 'min_y': -0.712053, 'max_y': 0.700399, 'min_z': -0.250503, 'max_z': 0.255132}"
D00957.obj,DeskPhone,14677,28992,triangles,"{'min_x': -0.627853, 'max_x': 0.899557, 'min_y': -0.614875, 'max_y': 0.628953, 'min_z': -0.23102, 'max_z': 0.217243}"
D00958.obj,DeskPhone,11731,16509,triangles,"{'min_x': -0.878467, 'max_x': 0.840691, 'min_y': -0.707485, 'max_y': 0.824831, 'min_z': -0.37928, 'max_z': 0.264976}"
D01005.obj,Door,6044,11464,triangles,"{'min_x': 0.025, 'max_x': 0.43396, 'min_y': 0.025, 'max_y': 0.975, 'min_z': 0.025, 'max_z': 0.0854325}"
D01029.obj,Door,456,894,triangles,"{'min_x': 0.025, 'max_x': 0.545253, 'min_y': 0.025, 'max_y': 0.975, 'min_z': 0.025, 'max_z': 0.281945}"
D01052.obj,Door,676,1314,triangles,"{'min_x': 0.025, 'max_x': 0.188867, 'min_y': 0.025, 'max_y': 0.975, 'min_z': 0.025, 'max_z': 0.503665}"
D01058.obj,Door,858,1617,triangles,"{'min_x': 0.025, 'max_x': 0.521695, 'min_y': 0.025, 'max_y': 0.975, 'min_z': 0.025, 'max_z': 0.115777}"
