query_label,query_category,metric,weights_map,retrieved_cat_rank_1,retrieved_cat_rank_2,retrieved_cat_rank_3,retrieved_cat_rank_4,retrieved_cat_rank_5,retrieved_cat_rank_6,retrieved_cat_rank_7,retrieved_cat_rank_8,retrieved_cat_rank_9,retrieved_cat_rank_10,retrieved_cat_rank_11,retrieved_cat_rank_12,retrieved_cat_rank_13,retrieved_cat_rank_14,retrieved_cat_rank_15,retrieved_cat_rank_16,retrieved_cat_rank_17,retrieved_cat_rank_18,retrieved_cat_rank_19,retrieved_cat_rank_20,retrieved_cat_rank_21,retrieved_cat_rank_22,retrieved_cat_rank_23,retrieved_cat_rank_24,retrieved_cat_rank_25,retrieved_cat_rank_26,retrieved_cat_rank_27,retrieved_cat_rank_28,retrieved_cat_rank_29,retrieved_cat_rank_30,retrieved_cat_rank_31,retrieved_cat_rank_32,retrieved_cat_rank_33,retrieved_cat_rank_34,retrieved_cat_rank_35,retrieved_cat_rank_36,retrieved_cat_rank_37,retrieved_cat_rank_38,retrieved_cat_rank_39,retrieved_cat_rank_40,retrieved_cat_rank_41,retrieved_cat_rank_42,retrieved_cat_rank_43,retrieved_cat_rank_44,retrieved_cat_rank_45,retrieved_cat_rank_46,retrieved_cat_rank_47,retrieved_cat_rank_48,retrieved_cat_rank_49,retrieved_cat_rank_50,retrieved_cat_rank_51,retrieved_cat_rank_52,retrieved_cat_rank_53,retrieved_cat_rank_54,retrieved_cat_rank_55,retrieved_cat_rank_56,retrieved_cat_rank_57,retrieved_cat_rank_58,retrieved_cat_rank_59,retrieved_cat_rank_60,retrieved_cat_rank_61,retrieved_cat_rank_62,retrieved_cat_rank_63,retrieved_cat_rank_64,retrieved_cat_rank_65,retrieved_cat_rank_66,retrieved_cat_rank_67,retrieved_cat_rank_68,retrieved_cat_rank_69,retrieved_cat_rank_70,retrieved_cat_rank_71,retrieved_cat_rank_72,retrieved_cat_rank_73,retrieved_cat_rank_74,retrieved_cat_rank_75,retrieved_cat_rank_76,retrieved_cat_rank_77,retrieved_cat_rank_78,retrieved_cat_rank_79,retrieved_cat_rank_80,retrieved_cat_rank_81,retrieved_cat_rank_82,retrieved_cat_rank_83,retrieved_cat_rank_84,retrieved_cat_rank_85,retrieved_cat_rank_86,retrieved_cat_rank_87,retrieved_cat_rank_88,retrieved_cat_rank_89,retrieved_cat_rank_90,retrieved_cat_rank_91,retrieved_cat_rank_92,retrieved_cat_rank_93,retrieved_cat_rank_94,retrieved_cat_rank_95,retrieved_cat_rank_96,retrieved_cat_rank_97,retrieved_cat_rank_98,retrieved_cat_rank_99,retrieved_cat_rank_100,retrieved_cat_rank_101,retrieved_cat_rank_102,retrieved_cat_rank_103,retrieved_cat_rank_104,retrieved_cat_rank_105,retrieved_cat_rank_106,retrieved_cat_rank_107,retrieved_cat_rank_108,retrieved_cat_rank_109,retrieved_cat_rank_110,retrieved_cat_rank_111,retrieved_cat_rank_112,retrieved_cat_rank_113,retrieved_cat_rank_114,retrieved_cat_rank_115,retrieved_cat_rank_116,retrieved_cat_rank_117,retrieved_cat_rank_118,retrieved_cat_rank_119,retrieved_cat_rank_120,retrieved_cat_rank_121,retrieved_cat_rank_122,retrieved_cat_rank_123,retrieved_cat_rank_124,retrieved_cat_rank_125,retrieved_cat_rank_126,retrieved_cat_rank_127,retrieved_cat_rank_128,retrieved_cat_rank_129,retrieved_cat_rank_130,retrieved_cat_rank_131,retrieved_cat_rank_132,retrieved_cat_rank_133,retrieved_cat_rank_134,retrieved_cat_rank_135,retrieved_cat_rank_136,retrieved_cat_rank_137,retrieved_cat_rank_138,retrieved_cat_rank_139,retrieved_cat_rank_140,retrieved_cat_rank_141,retrieved_cat_rank_142
AircraftBuoyant/m1352_rm.obj,AircraftBuoyant,manhattan+emd,neutral,Rocket,MilitaryVehicle,Train,Bottle,MilitaryVehicle,Bottle,Ship,Bottle,Ship,MilitaryVehicle,Quadruped,AircraftBuoyant,WheelChair,Hand,Hand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AircraftBuoyant/m1352_rm.obj,AircraftBuoyant,manhattan+kullback-leibler,neutral,Rocket,Train,AircraftBuoyant,MilitaryVehicle,AircraftBuoyant,AircraftBuoyant,Bird,Car,Ship,Train,MilitaryVehicle,Hand,MilitaryVehicle,Hand,Car,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AircraftBuoyant/m1352_rm.obj,AircraftBuoyant,knn,neutral,Rocket,Bottle,MilitaryVehicle,Train,AircraftBuoyant,Bottle,Car,MilitaryVehicle,Quadruped,Hand,Hand,Bottle,Hand,Hand,Quadruped,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apartment/D00792_rm.obj,Apartment,euclidean,neutral,HumanHead,Mug,HumanHead,HumanHead,Hat,Apartment,Mug,HumanHead,Hat,Mug,Mug,HumanHead,Apartment,HumanHead,Drum,Wheel,Vase,HumanHead,HumanHead,HumanHead,House,HumanHead,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apartment/D00792_rm.obj,Apartment,cosine,neutral,HumanHead,Apartment,BuildingNonResidential,House,Mug,Mug,House,Hat,Bookset,HumanHead,HumanHead,HumanHead,HumanHead,HumanHead,Wheel,HumanHead,HumanHead,HumanHead,Mug,Hat,HumanHead,Mug,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apartment/D00792_rm.obj,Apartment,manhattan,neutral,HumanHead,Mug,HumanHead,HumanHead,Hat,Mug,HumanHead,Apartment,Mug,Mug,Apartment,HumanHead,HumanHead,Hat,HumanHead,Wheel,HumanHead,HumanHead,Vase,HumanHead,Drum,House,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apartment/D00792_rm.obj,Apartment,manhattan+chi-squared,neutral,HumanHead,Mug,HumanHead,HumanHead,Hat,Apartment,Mug,HumanHead,Hat,Mug,Mug,Drum,HumanHead,Apartment,HumanHead,Wheel,Vase,HumanHead,HumanHead,HumanHead,House,HumanHead,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apartment/D00792_rm.obj,Apartment,manhattan+emd,neutral,HumanHead,Mug,HumanHead,HumanHead,HumanHead,Mug,HumanHead,Hat,HumanHead,Mug,Apartment,HumanHead,Mug,Apartment,HumanHead,Hat,HumanHead,HumanHead,Vase,House,Mug,HumanHead,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apartment/D00792_rm.obj,Apartment,manhattan+kullback-leibler,neutral,HumanHead,HumanHead,Mug,Hat,Mug,HumanHead,HumanHead,Mug,Apartment,Mug,HumanHead,Apartment,HumanHead,Wheel,Hat,Drum,HumanHead,HumanHead,HumanHead,HumanHead,House,Monitor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apartment/D00792_rm.obj,Apartment,knn,neutral,HumanHead,Mug,HumanHead,HumanHead,Hat,Apartment,Mug,Hat,Mug,Mug,HumanHead,Drum,HumanHead,Apartment,Vase,HumanHead,Wheel,House,Monitor,Drum,HumanHead,HumanHead,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apartment/D00478_rm.obj,Apartment,euclidean,neutral,Apartment,House,House,Quadruped,HumanHead,Apartment,Bookset,Drum,Vase,Apartment,Drum,HumanHead,Apartment,HumanHead,House,RectangleTable,Quadruped,MilitaryVehicle,Computer,Bookset,Mug,BuildingNonResidential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apartment/D00478_rm.obj,Apartment,cosine,neutral,Apartment,Vase,BuildingNonResidential,Quadruped,House,House,Car,Apartment,Monitor,House,BuildingNonResidential,Bookset,HumanHead,Wheel,Drum,HumanHead,Cup,House,TruckNonContainer,Bookset,Bookset,Drum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apartment/D00478_rm.obj,Apartment,manhattan,neutral,Apartment,House,House,Quadruped,Vase,Apartment,Apartment,HumanHead,Apartment,HumanHead,MilitaryVehicle,House,Drum,BuildingNonResidential,Bookset,Quadruped,Hand,HumanHead,Monitor,Drum,BuildingNonResidential,Bookset,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apartment/D00478_rm.obj,Apartment,manhattan+chi-squared,neutral,Apartment,House,House,Quadruped,Drum,HumanHead,Bookset,Apartment,Apartment,Drum,HumanHead,HumanHead,Vase,RectangleTable,Apartment,House,Computer,Quadruped,Bookset,MilitaryVehicle,Monitor,Bookset,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apartment/D00478_rm.obj,Apartment,manhattan+emd,neutral,Apartment,Vase,Apartment,Quadruped,Apartment,Apartment,BuildingNonResidential,MilitaryVehicle,Car,Bookset,HumanHead,Car,Quadruped,HumanHead,BuildingNonResidential,Chess,TruckNonContainer,Hand,HumanHead,House,Bookset,Bookset,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apartment/D00478_rm.obj,Apartment,manhattan+kullback-leibler,neutral,Apartment,House,House,Quadruped,Apartment,HumanHead,Apartment,Apartment,Vase,HumanHead,Bookset,Drum,Drum,House,Quadruped,HumanHead,MilitaryVehicle,Monitor,Bookset,Computer,RectangleTable,BuildingNonResidential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apartment/D00478_rm.obj,Apartment,knn,neutral,Apartment,House,House,Quadruped,Apartment,Apartment,Bookset,HumanHead,Vase,Drum,Drum,HumanHead,Apartment,RectangleTable,HumanHead,House,Computer,BuildingNonResidential,Monitor,RectangleTable,Shelf,Quadruped,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apartment/D00496_rm.obj,Apartment,euclidean,neutral,Mug,RectangleTable,Mug,Bird,HumanHead,HumanHead,BuildingNonResidential,House,Wheel,HumanHead,Monitor,HumanHead,HumanHead,DeskLamp,Hat,HumanHead,HumanHead,HumanHead,HumanHead,PianoBoard,Mug,BuildingNonResidential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apartment/D00496_rm.obj,Apartment,cosine,neutral,Computer,Shelf,Computer,PianoBoard,Bed,Shelf,PianoBoard,Car,Bed,Vase,MultiSeat,MultiSeat,House,House,Mug,Vase,Chess,Computer,HumanHead,Hat,MultiSeat,Chess,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apartment/D00496_rm.obj,Apartment,manhattan,neutral,Mug,RectangleTable,House,Mug,Bird,Wheel,HumanHead,HumanHead,Shelf,BuildingNonResidential,PianoBoard,HumanHead,DeskLamp,PianoBoard,Monitor,HumanHead,HumanHead,PianoBoard,HumanHead,Apartment,PianoBoard,Shelf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apartment/D00496_rm.obj,Apartment,manhattan+chi-squared,neutral,Mug,RectangleTable,Mug,Bird,HumanHead,HumanHead,BuildingNonResidential,Wheel,HumanHead,House,Monitor,HumanHead,DeskLamp,HumanHead,Hat,HumanHead,HumanHead,HumanHead,HumanHead,PianoBoard,Mug,BuildingNonResidential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apartment/D00496_rm.obj,Apartment,manhattan+emd,neutral,RectangleTable,House,Wheel,Shelf,PianoBoard,Apartment,Mug,PianoBoard,PianoBoard,DeskLamp,House,PianoBoard,Mug,Bird,Vase,Mug,BuildingNonResidential,Vase,Shelf,RectangleTable,Computer,PianoBoard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apartment/D00496_rm.obj,Apartment,manhattan+kullback-leibler,neutral,RectangleTable,Mug,House,Mug,DeskLamp,Bird,HumanHead,HumanHead,PianoBoard,BuildingNonResidential,PianoBoard,PianoBoard,Mug,BuildingNonResidential,Shelf,Apartment,HumanHead,Shelf,PianoBoard,Wheel,Monitor,Chess,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apartment/D00496_rm.obj,Apartment,knn,neutral,Mug,RectangleTable,Bird,Mug,HumanHead,BuildingNonResidential,HumanHead,HumanHead,Wheel,Monitor,House,HumanHead,HumanHead,HumanHead,Hat,HumanHead,Apartment,BuildingNonResidential,PianoBoard,PianoBoard,Apartment,DeskLamp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AircraftBuoyant/m1339_rm.obj,AircraftBuoyant,euclidean,neutral,BuildingNonResidential,House,Vase,Monitor,MilitaryVehicle,HumanHead,House,HumanHead,Quadruped,HumanHead,FloorLamp,HumanHead,House,Car,Bookset,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AircraftBuoyant/m1339_rm.obj,AircraftBuoyant,cosine,neutral,HumanHead,HumanHead,Apartment,Monitor,House,Vase,HumanHead,House,Quadruped,House,Cup,House,MilitaryVehicle,Car,Apartment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AircraftBuoyant/m1339_rm.obj,AircraftBuoyant,manhattan,neutral,Vase,HumanHead,House,House,MilitaryVehicle,Monitor,HumanHead,HumanHead,Quadruped,BuildingNonResidential,HumanHead,FloorLamp,Apartment,House,House,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AircraftBuoyant/m1339_rm.obj,AircraftBuoyant,manhattan+chi-squared,neutral,BuildingNonResidential,House,Vase,Monitor,MilitaryVehicle,FloorLamp,House,HumanHead,HumanHead,Quadruped,House,HumanHead,HumanHead,Car,Bookset,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AircraftBuoyant/m1339_rm.obj,AircraftBuoyant,manhattan+emd,neutral,House,House,House,Quadruped,Vase,HumanHead,HumanHead,MilitaryVehicle,HumanHead,Monitor,Hat,House,House,FloorLamp,Drum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AircraftBuoyant/m1339_rm.obj,AircraftBuoyant,manhattan+kullback-leibler,neutral,House,MilitaryVehicle,Monitor,BuildingNonResidential,House,Quadruped,HumanHead,HumanHead,HumanHead,House,Bookset,Vase,House,Apartment,HumanHead,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AircraftBuoyant/m1339_rm.obj,AircraftBuoyant,knn,neutral,House,MilitaryVehicle,BuildingNonResidential,Vase,House,Monitor,HumanHead,House,Quadruped,Car,FloorLamp,Bookset,HumanHead,HumanHead,TruckNonContainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apartment/D00651_rm.obj,Apartment,euclidean,neutral,House,BuildingNonResidential,Apartment,Monitor,House,FloorLamp,PianoBoard,BuildingNonResidential,Bird,Mug,Hat,PianoBoard,RectangleTable,Mug,Wheel,RectangleTable,Mug,Shelf,PlantIndoors,Vase,Hat,BuildingNonResidential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apartment/D00651_rm.obj,Apartment,cosine,neutral,Apartment,House,Hand,Hand,DeskLamp,Hat,Computer,Computer,House,Vase,HumanHead,House,HumanHead,HumanHead,Monitor,HumanHead,MilitaryVehicle,Bookset,Bird,HumanHead,HumanHead,Hat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apartment/D00651_rm.obj,Apartment,manhattan,neutral,Apartment,BuildingNonResidential,House,House,Monitor,FloorLamp,BuildingNonResidential,Bird,Mug,Mug,Hat,PianoBoard,Hat,Mug,RectangleTable,Vase,PianoBoard,Wheel,BuildingNonResidential,RectangleTable,PlantIndoors,Monitor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apartment/D00651_rm.obj,Apartment,manhattan+chi-squared,neutral,House,BuildingNonResidential,Monitor,Apartment,House,FloorLamp,PianoBoard,BuildingNonResidential,Bird,Hat,Mug,PianoBoard,Wheel,RectangleTable,Mug,RectangleTable,PlantIndoors,Mug,Shelf,Vase,Hat,BuildingNonResidential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apartment/D00651_rm.obj,Apartment,manhattan+emd,neutral,Apartment,House,BuildingNonResidential,BuildingNonResidential,FloorLamp,House,Monitor,Hat,Bird,Mug,Vase,RectangleTable,Hat,Monitor,Mug,House,PlantIndoors,DeskLamp,House,Hat,PianoBoard,PianoBoard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apartment/D00651_rm.obj,Apartment,manhattan+kullback-leibler,neutral,BuildingNonResidential,House,Apartment,House,Monitor,FloorLamp,BuildingNonResidential,Bird,PianoBoard,Mug,Hat,RectangleTable,Mug,RectangleTable,PianoBoard,Mug,Wheel,PlantIndoors,Hat,BuildingNonResidential,Vase,Shelf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apartment/D00651_rm.obj,Apartment,knn,neutral,House,BuildingNonResidential,Monitor,Apartment,PianoBoard,FloorLamp,House,BuildingNonResidential,Bird,Mug,PianoBoard,Hat,RectangleTable,Mug,Wheel,RectangleTable,PlantIndoors,Shelf,Hat,Mug,Chess,DeskLamp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apartment/D00086_rm.obj,Apartment,euclidean,neutral,Hand,MilitaryVehicle,HumanHead,Quadruped,Cup,Apartment,Truck,Mug,Shelf,Shelf,DeskPhone,Shelf,Mug,Starship,Car,Bookset,Shelf,Drum,Bottle,HumanHead,Bookset,Vase,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apartment/D00086_rm.obj,Apartment,cosine,neutral,Shelf,Quadruped,Shelf,Starship,House,Apartment,Car,RectangleTable,DeskPhone,MilitaryVehicle,Bookset,Quadruped,HumanHead,BuildingNonResidential,Bottle,Mug,Quadruped,Starship,Bookset,Bookset,Car,Hand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apartment/D00086_rm.obj,Apartment,manhattan,neutral,Hand,MilitaryVehicle,Quadruped,HumanHead,Apartment,Shelf,Starship,Mug,Truck,Mug,DeskPhone,House,Apartment,House,Shelf,Shelf,Shelf,Bookset,HumanHead,House,Bookset,Quadruped,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apartment/D00086_rm.obj,Apartment,manhattan+chi-squared,neutral,Hand,MilitaryVehicle,HumanHead,Cup,Quadruped,Apartment,Truck,Mug,Shelf,Shelf,DeskPhone,Shelf,Car,Bookset,Bookset,Mug,HumanHead,Starship,Bookset,Computer,Quadruped,Wheel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apartment/D00086_rm.obj,Apartment,manhattan+emd,neutral,MilitaryVehicle,Apartment,House,Mug,HumanHead,Hand,Quadruped,Quadruped,House,Apartment,House,Starship,House,HumanHead,Starship,Vase,HumanHead,Apartment,Monitor,Apartment,House,Car,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apartment/D00086_rm.obj,Apartment,manhattan+kullback-leibler,neutral,Hand,MilitaryVehicle,HumanHead,Quadruped,Apartment,Mug,Truck,Shelf,Bookset,Starship,Bookset,Quadruped,Computer,Car,BuildingNonResidential,HumanHead,Shelf,Bookset,House,Bookset,Bookset,House,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apartment/D00086_rm.obj,Apartment,knn,neutral,HumanHead,Hand,MilitaryVehicle,Quadruped,Apartment,Cup,Mug,Mug,Truck,Bookset,Shelf,Car,Shelf,Drum,Bookset,Shelf,Bookset,BuildingNonResidential,BuildingNonResidential,BuildingNonResidential,Shelf,HumanHead,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apartment/D00310_rm.obj,Apartment,euclidean,neutral,Car,MilitaryVehicle,Truck,Bus,Starship,Hand,Train,DeskPhone,Shelf,Car,MultiSeat,Hand,Bookset,Bus,Car,MultiSeat,Car,RectangleTable,House,Quadruped,PianoBoard,MultiSeat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
